Serial No.;Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Auftrag;MRP Contr.;Arbeitsplatz;Gewicht/1 ST [KG];Bedarfsmenge SD;Auftrag menge [TO];Gedrückt;Gedrückt [TO];Rest Presse;Rest Presse [TO];Oven/Furnace;Temprature;Prelim. Stage;MatVent.;Modellnummer;;;Quality;Quality-Version;YSOR vers.
1088;0;;0;;;8100066485;ETR144BP_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,12;14;0,016;14;0,016;0;0;TOS;1230.00;;1.00;BP;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1089;0;;0;;;8100066587;ETR144BW_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,036;23;0,024;0;0;23;0,024;TOS;1230.00;;1.00;BW;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1090;0;;0;;;8100066587;ETR144BW_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,036;23;0,024;23;0,024;0;0;TOS;1230.00;;1.00;BW;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1091;0;;0;;;8100066487;ETR144BY_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,092;104;0,114;0;0;104;0,114;TOS;1230.00;;1.00;BY;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1092;0;;0;;;8100066487;ETR144BY_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,092;104;0,114;104;0,114;0;0;TOS;1230.00;;1.00;BY;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1093;0;;0;;;8100066490;ETRBV_G KR90AH-H \ ETRBV_G KR90AH;1,1E+11;HF;HAND;1,092;78;0,085;0;0;78;0,085;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1094;0;;0;;;8100066490;ETRBV_G KR90AH-H \ ETRBV_G KR90AH;1,1E+11;HF;HAND;1,092;78;0,085;78;0,085;0;0;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1095;0;;0;;;8100066481;DTR194ME_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,736;24;0,042;0;0;24;0,042;TOS;1230.00;;1.00;ME;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1096;0;;0;;;8100066481;DTR194ME_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,736;24;0,042;24;0,042;0;0;TOS;1230.00;;1.00;ME;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1097;0;;0;;;8100066583;ETR068_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;2,492;35;0,087;0;0;35;0,087;TOS;1230.00;;1.00;ETR068_G;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1098;0;;0;;;8100066583;ETR068_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;2,492;35;0,087;35;0,087;0;0;TOS;1230.00;;1.00;ETR068_G;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1099;0;;0;;;8100066584;ETR144AN_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,204;129;0,155;0;0;129;0,155;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1100;0;;0;;;8100066584;ETR144AN_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,204;129;0,155;129;0,155;0;0;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1101;0;;0;;;8100067736;ETR58BE_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,932;38;0,073;0;0;38;0,073;TOS;1230.00;;1.00;BE;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1102;0;;0;;;8100067736;ETR58BE_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,932;38;0,073;38;0,073;0;0;TOS;1230.00;;1.00;BE;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1103;0;;0;;;8100066485;ETR144BP_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,12;154;0,172;0;0;154;0,172;TOS;1230.00;;1.00;BP;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1104;0;;0;;;8100066485;ETR144BP_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,12;154;0,172;154;0,172;0;0;TOS;1230.00;;1.00;BP;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1105;0;;0;;;8100066905;ETR144CF_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,288;26;0,033;0;0;26;0,033;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1106;0;;0;;;8100066905;ETR144CF_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,288;26;0,033;26;0,033;0;0;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1107;0;;0;;;8100066909;ETR58BD_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,96;15;0,029;0;0;15;0,029;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1108;0;;0;;;8100066909;ETR58BD_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,96;15;0,029;15;0,029;0;0;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1109;0;;0;;;8100066910;ETR58BF_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,96;55;0,108;0;0;55;0,108;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1110;0;;0;;;8100066910;ETR58BF_G KR90AH-H \ o.G.;1,1E+11;HF;HAND;1,96;55;0,108;55;0,108;0;0;TOS;1230.00;;0.00;;VERSUCH,HANDFORM,TOPFRINGE;KR90AH-H-9.67303.000-S;900808;H001;'@5F@
1111;0;520001992;0;OGM-BI d.o.o.;12.08.2016;8100054388;90257 LR50 \ 90257 LR50;1,1E+11;PR;P-SA-L3;8,591;54;0,498;0;0;58;0,498;TOS;1470.00;;1.00;M.-7290;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
1112;0;520001992;0;OGM-BI d.o.o.;12.08.2016;8100054388;90257 LR50 \ 90257 LR50;1,1E+11;PR;P-SA-L3;8,591;54;0,498;67;0,576;-9;-0,077;TOS;1470.00;;1.00;M.-7290;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
1113;0;520001992;0;OGM-BI d.o.o.;14.09.2016;8100054388;90257 LR50 \ 90257 LR50;1,1E+11;PR;P-SA-L3;8,591;54;0,498;0;0;58;0,498;TOS;1470.00;;1.00;M.-7290;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
1114;0;520001992;0;OGM-BI d.o.o.;14.09.2016;8100054388;90257 LR50 \ 90257 LR50;1,1E+11;PR;P-SA-L3;8,591;54;0,498;67;0,576;-9;-0,077;TOS;1470.00;;1.00;M.-7290;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
1115;0;;0;;;8100053640;375X250X64 OFL116 \ P4 OFL116;1,1E+11;PR;P-SI-V8;6,9;1.080,00;7,452;0;0;1.080,00;7,452;HWO;1435.00;;1.00;M.-973;FORMMAß SETZHÖHE >124MM:+0,5%;OFL116-9.42011.002-S;900514;H001;'@5F@
1116;0;;0;;;8100053640;375X250X64 OFL116 \ P4 OFL116;1,1E+11;PR;P-SI-V8;6,9;1.080,00;7,452;670;4,623;410;2,829;HWO;1435.00;;1.00;M.-973;FORMMAß SETZHÖHE >124MM:+0,5%;OFL116-9.42011.002-S;900514;H001;'@5F@
1117;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054293;7P-203 HR50 \ 7P-203 HR50;1,1E+11;PR;P-SA-L3;19,634;120;2,513;0;0;128;2,513;TOS;1460.00;;1.00;M.-14301;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1118;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054293;7P-203 HR50 \ 7P-203 HR50;1,1E+11;PR;P-SA-L3;19,634;120;2,513;151;2,965;-23;-0,452;TOS;1460.00;;1.00;M.-14301;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1119;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054294;7P-205 HR50 \ 7P-205 HR50;1,1E+11;PR;P-SA-L3;18,857;936;18,725;0;0;993;18,725;TOS;1460.00;;0.00;M.-14300;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1120;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054294;7P-205 HR50 \ 7P-205 HR50;1,1E+11;PR;P-SA-L3;18,857;936;18,725;1.017,00;19,178;-24;-0,453;TOS;1460.00;;0.00;M.-14300;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1121;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;432;5,709;0;0;458;5,709;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1122;0;520002073;0;Hydro Aluminium A.S.;24.03.2016;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;432;5,709;510;6,358;-52;-0,648;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
1123;0;520001746;0;Eurofloat;20.11.2015;8100052292;112/109.400.240 GEH \ 112/109.400.240 GE;1,1E+11;PR;P-SI-V12;19,413;215;0,621;0;0;32;0,621;HWO;1435.00;;1.00;M.-14259;STANDARD, < 40KG;GEH-9.04001.063-S;900557;H001;'@9V@
1124;0;520001746;0;Eurofloat;20.11.2015;8100052292;112/109.400.240 GEH \ 112/109.400.240 GE;1,1E+11;PR;P-SI-V12;19,413;215;0,621;32;0,621;0;0;HWO;1435.00;;1.00;M.-14259;STANDARD, < 40KG;GEH-9.04001.063-S;900557;H001;'@9V@
1125;0;520002111;0;HeatTEQ Germany GmbH;14.03.2016;8100069250;345X120X105 OT60 \ 345X120X105 OT60;1,1E+11;PR;P-SA-H2;11,223;650;7,744;0;0;690;7,744;TOS;1400.00;;1.00;M.-10495C;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1126;0;520002111;0;HeatTEQ Germany GmbH;14.03.2016;8100069250;345X120X105 OT60 \ 345X120X105 OT60;1,1E+11;PR;P-SA-H2;11,223;650;7,744;700;7,856;-10;-0,112;TOS;1400.00;;1.00;M.-10495C;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1127;0;520002111;0;HeatTEQ Germany GmbH;14.03.2016;8100069251;200X120X105 OT60 \ 200X120X105 OT60;1,1E+11;PR;P-SA-H2;6,502;650;4,486;0;0;690;4,486;TOS;1400.00;;1.00;M.-14717A;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1128;0;520002111;0;HeatTEQ Germany GmbH;14.03.2016;8100069251;200X120X105 OT60 \ 200X120X105 OT60;1,1E+11;PR;P-SA-H2;6,502;650;4,486;708;4,603;-18;-0,117;TOS;1400.00;;1.00;M.-14717A;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1129;0;520002106;0;RHI AG;11.03.2016;8100069252;F59/50.250.76 OFL148 \ FZ10124-3 OFL148;1,1E+11;PR;P-SI-V8;1,477;225;0,354;0;0;240;0,354;MTO;1720.00;;0.00;M.-16111;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1130;0;520002106;0;RHI AG;11.03.2016;8100069252;F59/50.250.76 OFL148 \ FZ10124-3 OFL148;1,1E+11;PR;P-SI-V8;1,477;225;0,354;250;0,369;-10;-0,015;MTO;1720.00;;0.00;M.-16111;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1131;0;520002106;0;RHI AG;11.03.2016;8100055127;F108/95.230.76 OFL148 \ FZ10216 OFL148;1,1E+11;PR;P-SI-V8;2,513;297;0,792;0;0;315;0,792;MTO;1720.00;;1.00;M.-7855;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1132;0;520002106;0;RHI AG;11.03.2016;8100055127;F108/95.230.76 OFL148 \ FZ10216 OFL148;1,1E+11;PR;P-SI-V8;2,513;297;0,792;380;0,955;-65;-0,163;MTO;1720.00;;1.00;M.-7855;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1133;0;520002128;0;Saint-Gobain India Private Limited;11.04.2016;8100069309;F400X200X200 Q98X-H \ o.G.;1,1E+11;HF;HAND;19,326;30;0,638;0;0;33;0,638;HTO;900.00;;1.00;S26193;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1134;0;520002128;0;Saint-Gobain India Private Limited;11.04.2016;8100069309;F400X200X200 Q98X-H \ o.G.;1,1E+11;HF;HAND;19,326;30;0,638;33;0,638;0;0;HTO;900.00;;1.00;S26193;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1135;0;520002184;0;Pilkington Deutschland AG;29.04.2016;8100056746;1000X600X200 Q98X-H \ 1000X600X200 Q98X;1,1E+11;HF;HAND;207,6;3;0,83;0;0;4;0,83;HTO;900.00;;0.00;S25946;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1136;0;520002184;0;Pilkington Deutschland AG;29.04.2016;8100056746;1000X600X200 Q98X-H \ 1000X600X200 Q98X;1,1E+11;HF;HAND;207,6;3;0,83;4;0,83;0;0;HTO;900.00;;0.00;S25946;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1137;0;520002037;0;RHI AG;15.04.2016;8100055132;135/102.250.158 OFL148 \ FZ13817-3 L340;1,1E+11;PR;P-SI-V8;6,646;76;0,538;0;0;81;0,538;MTO;1720.00;;1.00;M.-14542E;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1138;0;520002037;0;RHI AG;15.04.2016;8100055132;135/102.250.158 OFL148 \ FZ13817-3 L340;1,1E+11;PR;P-SI-V8;6,646;76;0,538;85;0,565;-4;-0,027;MTO;1720.00;;1.00;M.-14542E;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1139;0;520002037;0;RHI AG;15.04.2016;8100055133;FZ13818-1 OFL148 \ FZ13818-1 OFL148;1,1E+11;PR;P-SI-V8;6,461;320;2,197;0;0;340;2,197;MTO;1720.00;;1.00;M.-14542B;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1140;0;520002037;0;RHI AG;15.04.2016;8100055133;FZ13818-1 OFL148 \ FZ13818-1 OFL148;1,1E+11;PR;P-SI-V8;6,461;320;2,197;380;2,455;-40;-0,258;MTO;1720.00;;1.00;M.-14542B;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1141;0;520002037;0;RHI AG;15.04.2016;8100069245;F93/90.197.182 OFL148 \ FZ43144 L340;1,1E+11;PR;P-SI-V8;4,127;579;2,534;0;0;614;2,534;MTO;1720.00;;0.00;M.-16107B;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1142;0;520002037;0;RHI AG;15.04.2016;8100069245;F93/90.197.182 OFL148 \ FZ43144 L340;1,1E+11;PR;P-SI-V8;4,127;579;2,534;620;2,559;-6;-0,025;MTO;1720.00;;0.00;M.-16107B;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1143;0;520002037;0;RHI AG;15.04.2016;8100069247;F91/86.197.182 OFL148 \ FZ43146 L340;1,1E+11;PR;P-SI-V8;3,8;119;0,483;0;0;127;0,483;MTO;1720.00;;0.00;M.-16107D;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1144;0;520002037;0;RHI AG;15.04.2016;8100069247;F91/86.197.182 OFL148 \ FZ43146 L340;1,1E+11;PR;P-SI-V8;3,8;119;0,483;130;0,494;-3;-0,011;MTO;1720.00;;0.00;M.-16107D;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1145;0;520002037;0;RHI AG;15.04.2016;8100069248;75/70.178.210 OFL148 \ FZ43147 L340;1,1E+11;PR;P-SI-V8;3,706;235;0,927;0;0;250;0,927;MTO;1720.00;;0.00;M.-16100;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1146;0;520002037;0;RHI AG;15.04.2016;8100069248;75/70.178.210 OFL148 \ FZ43147 L340;1,1E+11;PR;P-SI-V8;3,706;235;0,927;260;0,964;-10;-0,037;MTO;1720.00;;0.00;M.-16100;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1147;0;520002102;0;RHI AG;23.03.2016;8100055132;135/102.250.158 OFL148 \ FZ13817-3 L340;1,1E+11;PR;P-SI-V8;6,646;75;0,532;0;0;80;0,532;MTO;1720.00;;1.00;M.-14542E;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1148;0;520002102;0;RHI AG;23.03.2016;8100055132;135/102.250.158 OFL148 \ FZ13817-3 L340;1,1E+11;PR;P-SI-V8;6,646;75;0,532;85;0,565;-5;-0,033;MTO;1720.00;;1.00;M.-14542E;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1149;0;520002102;0;RHI AG;23.03.2016;8100055134;119/107.250.158 OFL148 \ FZ13818-2 L340;1,1E+11;PR;P-SI-V8;6,347;252;1,701;0;0;268;1,701;MTO;1720.00;;1.00;M.-14542C;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1150;0;520002102;0;RHI AG;23.03.2016;8100055134;119/107.250.158 OFL148 \ FZ13818-2 L340;1,1E+11;PR;P-SI-V8;6,347;252;1,701;280;1,777;-12;-0,076;MTO;1720.00;;1.00;M.-14542C;STANDARD, SETZHÖHE FORMMAß +1,4%;OFL148-9.69111.003-S;900515;H001;'@5F@
1151;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069305;C-SB4 Q98X-H \ SB4 Q98X;1,1E+11;HF;HAND;18,871;12;0,245;0;0;13;0,245;HTO;900.00;;1.00;S25279E;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1152;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069305;C-SB4 Q98X-H \ SB4 Q98X;1,1E+11;HF;HAND;18,871;12;0,245;13;0,245;0;0;HTO;900.00;;1.00;S25279E;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1153;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069306;C-SB7 Q98X-H \ SB7 Q98X;1,1E+11;HF;HAND;15,978;12;0,208;0;0;13;0,208;HTO;900.00;;1.00;S25279G;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1154;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069306;C-SB7 Q98X-H \ SB7 Q98X;1,1E+11;HF;HAND;15,978;12;0,208;13;0,208;0;0;HTO;900.00;;1.00;S25279G;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1155;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069307;C-SB8 Q98X-H \ SB8 Q98X;1,1E+11;HF;HAND;16,48;6;0,115;0;0;7;0,115;HTO;900.00;;1.00;S25279H;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1156;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069307;C-SB8 Q98X-H \ SB8 Q98X;1,1E+11;HF;HAND;16,48;6;0,115;7;0,115;0;0;HTO;900.00;;1.00;S25279H;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1157;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069308;C-SB9 Q98X-H \ SB9 Q98X;1,1E+11;HF;HAND;19,373;12;0,252;0;0;13;0,252;HTO;900.00;;1.00;S25279I;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1158;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100069308;C-SB9 Q98X-H \ SB9 Q98X;1,1E+11;HF;HAND;19,373;12;0,252;13;0,252;0;0;HTO;900.00;;1.00;S25279I;STANDARD,HANDFORM, < 25KG;Q98X-H-9.07703.605-S;900639;H001;'@5F@
1159;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;1.500,00;5,578;0;0;1.590,00;5,578;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
1160;0;520002151;0;Saint-Gobain India Private Limited;31.03.2016;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;1.500,00;5,578;1.600,00;5,613;-10;-0,035;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
1161;0;520002104;0;Deutsche Edelstahlwerke GmbH;31.12.2016;8100053175;2-40 OT60 \ 2-40 OT60;1,1E+11;PR;P-SA-L3;3,199;5.000,00;16,955;0;0;5.300,00;16,955;TOS;1400.00;;0.00;M.-9348;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1162;0;520002104;0;Deutsche Edelstahlwerke GmbH;31.12.2016;8100053175;2-40 OT60 \ 2-40 OT60;1,1E+11;PR;P-SA-L3;3,199;5.000,00;16,955;5.365,00;17,163;-65;-0,208;TOS;1400.00;;0.00;M.-9348;'-AUTOMAT-, STANDARD INKL. HD.;OT60-9.41101.003-S;900505;H001;'@9V@
1163;0;520001992;0;OGM-BI d.o.o.;14.03.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;0,791;0;0;30;0,791;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1164;0;520001992;0;OGM-BI d.o.o.;14.03.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;0,791;30;0,791;0;0;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1165;0;520001992;0;OGM-BI d.o.o.;14.04.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;108;3,033;0;0;115;3,033;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1166;0;520001992;0;OGM-BI d.o.o.;14.04.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;108;3,033;123;3,244;-8;-0,211;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1167;0;520001992;0;OGM-BI d.o.o.;12.08.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;0;0;58;1,53;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1168;0;520001992;0;OGM-BI d.o.o.;12.08.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;58;1,53;0;0;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1169;0;520001992;0;OGM-BI d.o.o.;14.09.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;0;0;58;1,53;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1170;0;520001992;0;OGM-BI d.o.o.;14.09.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;58;1,53;0;0;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1171;0;520001992;0;OGM-BI d.o.o.;13.10.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;0;0;58;1,53;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1172;0;520001992;0;OGM-BI d.o.o.;13.10.2016;8100059628;90156 IK50M-H \ 90156 LR50;1,1E+11;HF;HAND;26,378;54;1,53;58;1,53;0;0;HOS;1450.00;;1.00;P29544;STANDARD, LR50,HANDFORM, FORMMAß SETZHÖHE:+0,2%;IK50M-H-9.39403.002-S;900573;H001;'@5F@
1173;0;520002193;0;Jünger + Gräter GmbH;15.04.2016;8100066275;R608X406X254 K99-H \ KE202-02 TE518B;1,1E+11;HF;HAND;11,397;40;0,49;0;0;43;0,49;MTO;1720.00;;0.00;P30459;STANDARD, HANDFORM;K99-H-9.69003.003-S;900522;H001;'@5F@
1174;0;520002193;0;Jünger + Gräter GmbH;15.04.2016;8100066275;R608X406X254 K99-H \ KE202-02 TE518B;1,1E+11;HF;HAND;11,397;40;0,49;43;0,49;0;0;MTO;1720.00;;0.00;P30459;STANDARD, HANDFORM;K99-H-9.69003.003-S;900522;H001;'@5F@
